파일,계열,효력일,종료일,자치구,법정동,지번,면적_km2,면적공유
시보20231116_p3-8,국제교류복합지구|신속통합기획|공공재개발|정비사업후보지,,,강남구,대치동,,9.2,True
시보20250213_p3-25,국제교류복합지구|신속통합기획,,,강남구,대치동,,13.04,True
시보20231116_p3-8,국제교류복합지구|신속통합기획|공공재개발|정비사업후보지,,,강남구,삼성동,,9.2,True
시보20250213_p3-25,국제교류복합지구|신속통합기획,,,강남구,삼성동,,13.04,True
시보20231116_p3-8,국제교류복합지구|신속통합기획|공공재개발|정비사업후보지,,,강남구,청담동,,9.2,True
시보20250213_p3-25,국제교류복합지구|신속통합기획,,,강남구,청담동,,13.04,True
시보20231116_p3-8,국제교류복합지구|신속통합기획|공공재개발|정비사업후보지,,,송파구,잠실동,,5.2,False
국토교통부공고제2020-657호(토지거래허가구역 지정),자연녹지|용산정비창,2020-05-20,2021-05-19,용산구,용산동3가,,0.01,False
국토교통부공고제2020-657호(토지거래허가구역 지정),자연녹지|용산정비창,2020-05-20,2021-05-19,용산구,이촌동,,0.05,False
국토교통부공고제2020-657호(토지거래허가구역 지정),자연녹지|용산정비창,2020-05-20,2021-05-19,용산구,한강로1가,,0.05,False
국토교통부공고제2020-657호(토지거래허가구역 지정),자연녹지|용산정비창,2020-05-20,2021-05-19,용산구,한강로2가,,0.04,False
국토교통부공고제2020-657호(토지거래허가구역 지정),자연녹지|용산정비창,2020-05-20,2021-05-19,용산구,한강로3가,,0.61,False
시보2020호3590_p105-107,국제교류복합지구,2020-06-23,2021-06-22,강남구,대치동,,9.2,True
시보2020호3590_p105-107,국제교류복합지구,2020-06-23,2021-06-22,강남구,삼성동,,9.2,True
시보2020호3590_p105-107,국제교류복합지구,2020-06-23,2021-06-22,강남구,청담동,,9.2,True
시보2020호3590_p105-107,국제교류복합지구,2020-06-23,2021-06-22,송파구,잠실동,,5.2,False
국토교통부공고제2020-1632호(토지거래허가구역 재지정),미분류,2020-12-26,2021-12-25,강서구,오곡동,,0.02,False
시보20210330_p16-33,공공재개발,2021-04-04,2022-04-03,강동구,천호동,467-61,,False
시보20210330_p16-33,공공재개발,2021-04-04,2022-04-03,노원구,상계동,71-183,0.104,False
시보20210330_p16-33,공공재개발,2021-04-04,2022-04-03,동대문구,전농동,103-27,0.044878,False
시보20210330_p16-33,공공재개발,2021-04-04,2022-04-03,동작구,본동,47,0.051696,False
시보20210330_p16-33,공공재개발,2021-04-04,2022-04-03,서대문구,연희동,721-6,0.049745,False
시보20210330_p16-33,공공재개발,2021-04-04,2022-04-03,서대문구,충정로3가,281-11,0.008075,False
시보20210330_p16-33,공공재개발,2021-04-04,2022-04-03,서대문구,홍은동,48-163,0.011466,False
시보20210330_p16-33,공공재개발,2021-04-04,2022-04-03,성동구,금호동4가,1109,0.030706,False
시보20210330_p16-33,공공재개발,2021-04-04,2022-04-03,성북구,성북동,179-68,0.109336,False
시보20210330_p16-33,공공재개발,2021-04-04,2022-04-03,성북구,장위동,85,0.116402,False
시보20210330_p16-33,공공재개발,2021-04-04,2022-04-03,성북구,장위동,238-83,0.085878,False
시보20210330_p16-33,공공재개발,2021-04-04,2022-04-03,송파구,거여동,551-14,0.063995,False
시보20210330_p16-33,공공재개발,2021-04-04,2022-04-03,양천구,신월7동,941,0.090346,False
시보20210330_p16-33,공공재개발,2021-04-04,2022-04-03,영등포구,신길동,147-80,0.059379,False
시보20210330_p16-33,공공재개발,2021-04-04,2022-04-03,종로구,숭인동,1169,0.014157,False
시보20210330_p16-33,공공재개발,2021-04-04,2022-04-03,중랑구,중화동,122,0.037662,False
시보20210422_p253-257,주요재건축단지,2021-04-27,2022-04-26,강남구,압구정동,,1.149476,False
시보20210422_p253-257,주요재건축단지,2021-04-27,2022-04-26,성동구,성수동1가,,0.530399,True
시보20210422_p253-257,주요재건축단지,2021-04-27,2022-04-26,성동구,성수동2가,,0.530399,True
시보20210422_p253-257,주요재건축단지,2021-04-27,2022-04-26,양천구,목동,,2.28213,False
시보20210422_p253-257,주요재건축단지,2021-04-27,2022-04-26,영등포구,여의도동,,0.616034,False
국토교통부공고제2021-658호(토지거래허가구역 재지정 공고),미분류,2021-05-20,2022-05-19,용산구,이촌동,,0.05,False
시보20210609_p356-358,국제교류복합지구,2021-06-23,2022-06-22,강남구,대치동,,9.2,True
시보20210609_p356-358,국제교류복합지구,2021-06-23,2022-06-22,강남구,삼성동,,9.2,True
시보20210609_p356-358,국제교류복합지구,2021-06-23,2022-06-22,강남구,청담동,,9.2,True
시보20210609_p356-358,국제교류복합지구,2021-06-23,2022-06-22,송파구,잠실동,,5.2,False
국토교통부공고제2021-1805호(토지거래허가구역  재지정 공고),미분류,2021-12-26,2022-12-25,강서구,오곡동,,0.02,False
시보20211228_p17-40,정비사업후보지,2022-01-02,2023-01-01,강동구,천호동,461-31,0.030154,False
시보20211228_p17-40,정비사업후보지,2022-01-02,2023-01-01,강북구,수유동,170,0.012124,False
시보20211228_p17-40,정비사업후보지,2022-01-02,2023-01-01,강서구,방화동,589-13,0.034906,False
시보20211228_p17-40,정비사업후보지,2022-01-02,2023-01-01,관악구,신림동,675,0.0756,False
시보20211228_p17-40,정비사업후보지,2022-01-02,2023-01-01,금천구,시흥동,810,0.038859,False
시보20211228_p17-40,정비사업후보지,2022-01-02,2023-01-01,노원구,상계동,154-3,0.19267,False
시보20211228_p17-40,정비사업후보지,2022-01-02,2023-01-01,도봉구,쌍문동,724,0.010619,False
시보20211228_p17-40,정비사업후보지,2022-01-02,2023-01-01,동대문구,청량리동,19,0.027981,False
시보20211228_p17-40,정비사업후보지,2022-01-02,2023-01-01,동작구,상도동,244,0.050142,False
시보20211228_p17-40,정비사업후보지,2022-01-02,2023-01-01,마포구,공덕동,11-24,0.08232,False
시보20211228_p17-40,정비사업후보지,2022-01-02,2023-01-01,서대문구,홍은동,8-400,0.07186,False
시보20211228_p17-40,정비사업후보지,2022-01-02,2023-01-01,성동구,마장동,382,0.018749,False
시보20211228_p17-40,정비사업후보지,2022-01-02,2023-01-01,성북구,하월곡동,70-1,0.079756,False
시보20211228_p17-40,정비사업후보지,2022-01-02,2023-01-01,송파구,마천동,93-5,0.106101,False
시보20211228_p17-40,정비사업후보지,2022-01-02,2023-01-01,영등포구,당산동6가,104,0.031299,False
시보20211228_p17-40,정비사업후보지,2022-01-02,2023-01-01,종로구,숭인동,56,0.043093,False
시보20211228_p17-40,정비사업후보지,2022-01-02,2023-01-01,종로구,창신동,23,0.041261,False
시보20220124_p7-53,미분류,2022-01-29,2023-01-28,강남구,일원동,649,0.052978,False
시보20220124_p7-53,미분류,2022-01-29,2023-01-28,강남구,일원동,630,0.053922,False
시보20220124_p7-53,미분류,2022-01-29,2023-01-28,강북구,미아동,8-373,0.051466,False
시보20220124_p7-53,미분류,2022-01-29,2023-01-28,강북구,번동,441-3,0.032877,False
시보20220124_p7-53,미분류,2022-01-29,2023-01-28,강북구,수유동,486,0.06663,False
시보20220124_p7-53,미분류,2022-01-29,2023-01-28,광진구,자양동,57-90,0.07139,False
시보20220124_p7-53,미분류,2022-01-29,2023-01-28,광진구,자양동,200,0.067212,False
시보20220124_p7-53,미분류,2022-01-29,2023-01-28,구로구,가리봉동,115,0.089079,False
시보20220124_p7-53,미분류,2022-01-29,2023-01-28,도봉구,방학동,622,0.158618,False
시보20220124_p7-53,미분류,2022-01-29,2023-01-28,도봉구,창동,518-6,0.176235,False
시보20220124_p7-53,미분류,2022-01-29,2023-01-28,동대문구,전농동,124-39,0.025577,False
시보20220124_p7-53,미분류,2022-01-29,2023-01-28,동대문구,휘경동,295,0.078953,False
시보20220124_p7-53,미분류,2022-01-29,2023-01-28,마포구,대흥동,22-147,0.035691,False
시보20220124_p7-53,미분류,2022-01-29,2023-01-28,마포구,망원동,416-67,0.076258,False
시보20220124_p7-53,미분류,2022-01-29,2023-01-28,성북구,삼선동1가,280,0.0447,False
시보20220124_p7-53,미분류,2022-01-29,2023-01-28,성북구,석관동,62,0.061649,False
시보20220124_p7-53,미분류,2022-01-29,2023-01-28,성북구,정릉동,314,0.022598,False
시보20220124_p7-53,미분류,2022-01-29,2023-01-28,송파구,마천동,183,0.083903,False
시보20220124_p7-53,미분류,2022-01-29,2023-01-28,송파구,신천동,7,0.343266,False
시보20220124_p7-53,미분류,2022-01-29,2023-01-28,양천구,신정동,1152,0.044082,False
시보20220124_p7-53,미분류,2022-01-29,2023-01-28,영등포구,대림동,777-1,0.038465,False
시보20220124_p7-53,미분류,2022-01-29,2023-01-28,영등포구,신길동,1499,0.021585,False
시보20220124_p7-53,미분류,2022-01-29,2023-01-28,용산구,서계동,33,0.099934,False
시보20220124_p7-53,미분류,2022-01-29,2023-01-28,용산구,원효로3가,1,0.038138,False
시보20220124_p7-53,미분류,2022-01-29,2023-01-28,용산구,이태원동,77,0.058529,False
시보20220124_p7-53,미분류,2022-01-29,2023-01-28,종로구,연건동,309,0.014241,False
시보20220124_p7-53,미분류,2022-01-29,2023-01-28,종로구,체부동,127,0.043987,False
시보20220124_p7-53,미분류,2022-01-29,2023-01-28,중구,장충동2가,112,0.040648,False
시보20220124_p7-53,미분류,2022-01-29,2023-01-28,중랑구,망우동,461,0.044802,False
시보20220124_p7-53,미분류,2022-01-29,2023-01-28,중랑구,면목동,527,0.047484,False
시보20220124_p7-53,미분류,2022-01-29,2023-01-28,중랑구,면목동,172-6,0.047915,False
시보20220323_p91-108,공공재개발,2022-04-04,2023-04-03,강동구,천호동,467-61,0.026549,False
시보20220323_p91-108,공공재개발,2022-04-04,2023-04-03,노원구,상계동,71-183,0.104,False
시보20220323_p91-108,공공재개발,2022-04-04,2023-04-03,동대문구,전농동,103-27,0.044878,False
시보20220323_p91-108,공공재개발,2022-04-04,2023-04-03,동작구,본동,47,0.051696,False
시보20220323_p91-108,공공재개발,2022-04-04,2023-04-03,서대문구,연희동,721-6,0.049745,False
시보20220323_p91-108,공공재개발,2022-04-04,2023-04-03,서대문구,충정로3가,281-11,0.008075,False
시보20220323_p91-108,공공재개발,2022-04-04,2023-04-03,서대문구,홍은동,48-163,0.011466,False
시보20220323_p91-108,공공재개발,2022-04-04,2023-04-03,성동구,금호동4가,1109,0.030706,False
시보20220323_p91-108,공공재개발,2022-04-04,2023-04-03,성북구,성북동,179-68,0.109336,False
시보20220323_p91-108,공공재개발,2022-04-04,2023-04-03,성북구,장위동,85,0.116402,False
시보20220323_p91-108,공공재개발,2022-04-04,2023-04-03,성북구,장위동,238-83,0.085878,False
시보20220323_p91-108,공공재개발,2022-04-04,2023-04-03,송파구,거여동,551-14,0.063995,False
시보20220323_p91-108,공공재개발,2022-04-04,2023-04-03,양천구,신월7동,941,0.090346,False
시보20220323_p91-108,공공재개발,2022-04-04,2023-04-03,영등포구,신길동,147-80,0.059379,False
시보20220323_p91-108,공공재개발,2022-04-04,2023-04-03,종로구,숭인동,1169,0.014157,False
시보20220323_p91-108,공공재개발,2022-04-04,2023-04-03,중랑구,중화동,122,0.037662,False
시보20220420_p356-360,주요재건축단지,2022-04-27,2023-04-26,강남구,압구정동,,1.149476,False
시보20220420_p356-360,주요재건축단지,2022-04-27,2023-04-26,성동구,성수동1가,,0.530399,True
시보20220420_p356-360,주요재건축단지,2022-04-27,2023-04-26,성동구,성수동2가,,0.530399,True
시보20220420_p356-360,주요재건축단지,2022-04-27,2023-04-26,양천구,목동,,2.28213,False
시보20220420_p356-360,주요재건축단지,2022-04-27,2023-04-26,영등포구,여의도동,,0.616034,False
국토교통부공고제2022-532호(토지거래허가구역 재지정 공고),용산정비창,2022-05-20,2023-05-19,용산구,용산동3가,,0.01,False
국토교통부공고제2022-532호(토지거래허가구역 재지정 공고),용산정비창,2022-05-20,2023-05-19,용산구,이촌동,,0.05,False
국토교통부공고제2022-532호(토지거래허가구역 재지정 공고),용산정비창,2022-05-20,2023-05-19,용산구,한강로1가,,0.05,False
국토교통부공고제2022-532호(토지거래허가구역 재지정 공고),용산정비창,2022-05-20,2023-05-19,용산구,한강로2가,,0.04,False
국토교통부공고제2022-532호(토지거래허가구역 재지정 공고),용산정비창,2022-05-20,2023-05-19,용산구,한강로3가,,0.61,False
시보20220616_p3-5,국제교류복합지구,2022-06-23,2023-06-22,강남구,대치동,,9.2,True
시보20220616_p3-5,국제교류복합지구,2022-06-23,2023-06-22,강남구,삼성동,,9.2,True
시보20220616_p3-5,국제교류복합지구,2022-06-23,2023-06-22,강남구,청담동,,9.2,True
시보20220616_p3-5,국제교류복합지구,2022-06-23,2023-06-22,송파구,잠실동,,5.2,False
