자치구,법정동,일자,전이,계열,근거공고
성동구,용답동,2031-05-19,지정 종료,공공재개발|국제교류복합지구|모아타운|서울전역아파트|신속통합기획|자연녹지|정비사업후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20260513_p313-367
성북구,종암동,2031-05-19,지정 종료,공공재개발|국제교류복합지구|모아타운|서울전역아파트|신속통합기획|자연녹지|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20221230_p179-233|시보20231220_p249-307|시보20240905_p3-79|시보20241218_p364-437|시보20251
송파구,잠실동,2031-05-19,지정 종료,공공재개발|국제교류복합지구|모아타운|서울전역아파트|신속통합기획|자연녹지|정비사업후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20260513_p313-367
용산구,용산동2가,2031-05-19,지정 종료,공공재개발|국제교류복합지구|모아타운|서울전역아파트|신속통합기획|외국인|자연녹지|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)|시보20250925_p151-164|시보20251106_p1135-1144|시보2026
용산구,원효로4가,2031-05-19,지정 종료,공공재개발|국제교류복합지구|모아타운|서울전역아파트|신속통합기획|외국인|용산정비창|자연녹지|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2025-1583호(토지거래허가구역 재지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)|시보20240905_
은평구,불광동,2031-05-19,지정 종료,공공재개발|국제교류복합지구|모아타운|서울전역아파트|신속통합기획|외국인|자연녹지|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)|시보20211228_p17-40|시보20221223_p7-30|시보20221230_p1
서초구,양재동,2031-06-30,지정 종료,모아타운|서울전역아파트|신속통합기획|정비사업후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20260624_p721-728
송파구,방이동,2031-06-30,지정 종료,모아타운|미분류|서울전역아파트|신규주택공급후보지|신속통합기획|자연녹지|정비사업후보지,국토교통부공고제2024-1140호(토지거래허가구역 지정 공고)|국토교통부공고제2024-1506호(토지거래허가구역 지정 및 해제 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2
강동구,암사동,2031-08-11,지정 종료,공공재개발|모아타운|서울전역아파트|신규주택공급후보지|신속통합기획|외국인|정비사업후보지|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
강북구,미아동,2031-08-11,지정 종료,공공재개발|국제교류복합지구|모아타운|미분류|서울전역아파트|신속통합기획|외국인|정비사업후보지|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)|시보20220124_p7
강북구,수유동,2031-08-11,지정 종료,공공재개발|국제교류복합지구|모아타운|미분류|서울전역아파트|신규주택공급후보지|신속통합기획|외국인|자연녹지|정비사업후보지|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
