자치구,법정동,일자,전이,계열,근거공고
서초구,양재동,2025-03-24,지정 시작,국제교류복합지구|주요재건축단지,시보20250319_p3-8
서초구,염곡동,2025-03-24,기록 재개,,
서초구,염곡동,2025-03-24,지정 시작,국제교류복합지구|주요재건축단지,시보20250319_p3-8
서초구,원지동,2025-03-24,기록 재개,,
서초구,원지동,2025-03-24,지정 시작,국제교류복합지구|주요재건축단지,시보20250319_p3-8
서초구,잠원동,2025-03-24,지정 시작,국제교류복합지구|주요재건축단지,시보20250319_p3-8
송파구,장지동,2025-03-24,지정 시작,국제교류복합지구|주요재건축단지,시보20250319_p3-8
용산구,효창동,2025-03-24,지정 시작,공공재개발|국제교류복합지구|서울전역아파트|신속통합기획|외국인|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)|시보20250319_p3-8|시보20250925_p151-164
마포구,창전동,2025-04-27,지정 시작,모아타운|서울전역아파트|신속통합기획|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20250409_p451-469
강남구,대치동,2025-06-23,지정 종료,국제교류복합지구,시보2020호3590_p105-107|시보20210609_p356-358|시보20220616_p3-5|시보20230614_p532-534|시보20240613_p3-5
강남구,대치동,2025-06-23,기록 끊김,,
강남구,삼성동,2025-06-23,지정 종료,국제교류복합지구,시보2020호3590_p105-107|시보20210609_p356-358|시보20220616_p3-5|시보20230614_p532-534|시보20240613_p3-5
강남구,삼성동,2025-06-23,기록 끊김,,
강남구,논현동,2025-08-26,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
강남구,대치동,2025-08-26,기록 재개,,
강남구,대치동,2025-08-26,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
강남구,도곡동,2025-08-26,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
강남구,삼성동,2025-08-26,기록 재개,,
강남구,삼성동,2025-08-26,지정 시작,공공재개발|국제교류복합지구|모아타운|서울전역아파트|신속통합기획|외국인|자연녹지|정비사업후보지|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)|시보20260513_p3
강남구,세곡동,2025-08-26,기록 재개,,
강남구,세곡동,2025-08-26,지정 시작,서울전역아파트|신규주택공급후보지|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
강남구,수서동,2025-08-26,기록 재개,,
강남구,수서동,2025-08-26,지정 시작,서울전역아파트|신규주택공급후보지|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
강남구,신사동,2025-08-26,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
강남구,역삼동,2025-08-26,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
강동구,강일동,2025-08-26,기록 재개,,
강동구,강일동,2025-08-26,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
강동구,고덕동,2025-08-26,기록 재개,,
강동구,고덕동,2025-08-26,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
강동구,길동,2025-08-26,기록 재개,,
강동구,길동,2025-08-26,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
강동구,상일동,2025-08-26,기록 재개,,
강동구,상일동,2025-08-26,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
강동구,성내동,2025-08-26,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
강동구,암사동,2025-08-26,기록 재개,,
강동구,암사동,2025-08-26,지정 시작,공공재개발|모아타운|서울전역아파트|신규주택공급후보지|신속통합기획|외국인|정비사업후보지|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
강북구,우이동,2025-08-26,기록 재개,,
강북구,우이동,2025-08-26,지정 시작,서울전역아파트|신규주택공급후보지|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
강서구,가양동,2025-08-26,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
강서구,개화동,2025-08-26,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
강서구,과해동,2025-08-26,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
강서구,내발산동,2025-08-26,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
강서구,마곡동,2025-08-26,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
강서구,염창동,2025-08-26,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
강서구,오곡동,2025-08-26,기록 재개,,
강서구,오곡동,2025-08-26,지정 시작,서울전역아파트|신규주택공급후보지|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
강서구,오쇠동,2025-08-26,기록 재개,,
강서구,오쇠동,2025-08-26,지정 시작,서울전역아파트|신규주택공급후보지|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
강서구,외발산동,2025-08-26,기록 재개,,
강서구,외발산동,2025-08-26,지정 시작,서울전역아파트|신규주택공급후보지|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
관악구,남현동,2025-08-26,기록 재개,,
관악구,남현동,2025-08-26,지정 시작,서울전역아파트|신규주택공급후보지|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
광진구,광장동,2025-08-26,기록 재개,,
광진구,광장동,2025-08-26,지정 시작,공공재개발|모아타운|서울전역아파트|신규주택공급후보지|신속통합기획|외국인|정비사업후보지|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
광진구,구의동,2025-08-26,기록 재개,,
광진구,구의동,2025-08-26,지정 시작,공공재개발|국제교류복합지구|모아타운|서울전역아파트|신규주택공급후보지|신속통합기획|외국인|자연녹지|정비사업후보지|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
광진구,군자동,2025-08-26,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
광진구,능동,2025-08-26,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
광진구,화양동,2025-08-26,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
구로구,궁동,2025-08-26,기록 재개,,
구로구,궁동,2025-08-26,지정 시작,공공재개발|모아타운|서울전역아파트|신규주택공급후보지|신속통합기획|외국인|정비사업후보지|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
구로구,신도림동,2025-08-26,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
구로구,온수동,2025-08-26,기록 재개,,
구로구,온수동,2025-08-26,지정 시작,공공재개발|국제교류복합지구|모아타운|서울전역아파트|신규주택공급후보지|신속통합기획|외국인|자연녹지|정비사업후보지|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
구로구,천왕동,2025-08-26,기록 재개,,
구로구,천왕동,2025-08-26,지정 시작,서울전역아파트|신규주택공급후보지|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
구로구,항동,2025-08-26,기록 재개,,
구로구,항동,2025-08-26,지정 시작,서울전역아파트|신규주택공급후보지|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
동대문구,장안동,2025-08-31,지정 종료,공공재개발|신속통합기획|정비사업후보지,시보20240529_p301-309
동대문구,장안동,2025-08-31,기록 끊김,,
마포구,아현동,2025-08-31,지정 종료,공공재개발|신속통합기획,시보20240731_p291-312
마포구,아현동,2025-08-31,기록 끊김,,
영등포구,도림동,2025-08-31,지정 종료,공공재개발|신속통합기획,시보20240731_p291-312
영등포구,도림동,2025-08-31,기록 끊김,,
용산구,서빙고동,2025-08-31,지정 종료,공공재개발|신속통합기획,시보20240731_p291-312
용산구,서빙고동,2025-08-31,기록 끊김,,
은평구,갈현동,2025-08-31,지정 종료,공공재개발|신속통합기획,시보20240731_p291-312
은평구,갈현동,2025-08-31,기록 끊김,,
은평구,응암동,2025-08-31,지정 종료,공공재개발|신속통합기획,시보20240731_p291-312
은평구,응암동,2025-08-31,기록 끊김,,
종로구,연건동,2025-08-31,지정 종료,공공재개발|신속통합기획,시보20240731_p291-312
종로구,연건동,2025-08-31,기록 끊김,,
동작구,동작동,2025-09-02,지정 시작,공공재개발|모아타운|서울전역아파트|신속통합기획|정비사업후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20250827_p1056-1070
서초구,서초동,2025-09-02,지정 시작,공공재개발|모아타운|서울전역아파트|신속통합기획|정비사업후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20250827_p1056-1070|시보20260805_p377-447
마포구,아현동,2025-10-01,기록 재개,,
마포구,아현동,2025-10-01,지정 시작,공공재개발|국제교류복합지구|모아타운|서울전역아파트|신속통합기획|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20250925_p151-164|시보20260805_p377-447
서초구,양재동,2025-10-01,지정 종료,국제교류복합지구|주요재건축단지,시보20250319_p3-8
서초구,양재동,2025-10-01,기록 끊김,,
서초구,염곡동,2025-10-01,지정 종료,국제교류복합지구|주요재건축단지,시보20250319_p3-8
서초구,염곡동,2025-10-01,기록 끊김,,
서초구,원지동,2025-10-01,지정 종료,국제교류복합지구|주요재건축단지,시보20250319_p3-8
서초구,원지동,2025-10-01,기록 끊김,,
서초구,잠원동,2025-10-01,지정 종료,국제교류복합지구|주요재건축단지,시보20250319_p3-8
서초구,잠원동,2025-10-01,기록 끊김,,
송파구,잠실동,2025-10-01,지정 종료,국제교류복합지구|주요재건축단지,시보2020호3590_p105-107|시보20210609_p356-358|시보20220616_p3-5|시보20230614_p532-534|시보20240613_p3-5|시보20250319_p3-8
송파구,잠실동,2025-10-01,기록 끊김,,
송파구,장지동,2025-10-01,지정 종료,국제교류복합지구|주요재건축단지,시보20250319_p3-8
송파구,장지동,2025-10-01,기록 끊김,,
영등포구,도림동,2025-10-01,기록 재개,,
영등포구,도림동,2025-10-01,지정 시작,공공재개발|국제교류복합지구|모아타운|서울전역아파트|신속통합기획|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20250925_p151-164|시보20260805_p377-447
용산구,용산동2가,2025-10-01,지정 시작,공공재개발|국제교류복합지구|모아타운|서울전역아파트|신속통합기획|외국인|자연녹지|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)|시보20250925_p151-164|시보20251106_p1135-1144|시보2026
용산구,한강로2가,2025-10-01,기록 재개,,
용산구,한강로2가,2025-10-01,지정 시작,공공재개발|국제교류복합지구|서울전역아파트|신속통합기획|외국인|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)|시보20250925_p151-164
용산구,한남동,2025-10-01,지정 시작,공공재개발|국제교류복합지구|서울전역아파트|신속통합기획|외국인|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)|시보20250925_p151-164
금천구,가산동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
노원구,공릉동,2025-10-20,기록 재개,,
노원구,공릉동,2025-10-20,지정 시작,서울전역아파트|신규주택공급후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)
노원구,중계동,2025-10-20,기록 재개,,
노원구,중계동,2025-10-20,지정 시작,서울전역아파트|신규주택공급후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)
노원구,하계동,2025-10-20,기록 재개,,
노원구,하계동,2025-10-20,지정 시작,서울전역아파트|신규주택공급후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)
도봉구,도봉동,2025-10-20,기록 재개,,
도봉구,도봉동,2025-10-20,지정 시작,서울전역아파트|신규주택공급후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)
동대문구,장안동,2025-10-20,기록 재개,,
동대문구,장안동,2025-10-20,지정 시작,공공재개발|모아타운|서울전역아파트|신속통합기획|정비사업후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20260805_p377-447
동대문구,제기동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
동대문구,회기동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
동대문구,휘경동,2025-10-20,기록 재개,,
동대문구,휘경동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
동작구,대방동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
동작구,상도1동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
동작구,신대방동,2025-10-20,지정 시작,공공재개발|모아타운|서울전역아파트|신속통합기획|정비사업후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20260805_p377-447
마포구,구수동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
마포구,노고산동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
마포구,당인동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
마포구,도화동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
마포구,동교동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
마포구,마포동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
마포구,상수동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
마포구,상암동,2025-10-20,기록 재개,,
마포구,상암동,2025-10-20,지정 시작,서울전역아파트|신규주택공급후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)
마포구,서교동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
마포구,신공덕동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
마포구,신수동,2025-10-20,지정 시작,공공재개발|서울전역아파트|신속통합기획|정비사업후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20251231_p134-146
마포구,신정동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
마포구,연남동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
마포구,염리동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
마포구,토정동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
마포구,하중동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
마포구,현석동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
서대문구,남가좌동,2025-10-20,기록 재개,,
서대문구,남가좌동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
서대문구,냉천동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
서대문구,대신동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
서대문구,대현동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
서대문구,미근동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
서대문구,봉원동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
서대문구,북아현동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
서대문구,신촌동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
서대문구,영천동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
서대문구,창천동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
서대문구,충정로2가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
서대문구,합동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
서초구,내곡동,2025-10-20,기록 재개,,
서초구,내곡동,2025-10-20,지정 시작,서울전역아파트|신규주택공급후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)
서초구,반포동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
서초구,방배동,2025-10-20,기록 재개,,
서초구,방배동,2025-10-20,지정 시작,서울전역아파트|신규주택공급후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)
서초구,신원동,2025-10-20,기록 재개,,
서초구,신원동,2025-10-20,지정 시작,서울전역아파트|신규주택공급후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)
서초구,양재동,2025-10-20,기록 재개,,
서초구,양재동,2025-10-20,지정 시작,모아타운|서울전역아파트|신속통합기획|정비사업후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20260624_p721-728
서초구,염곡동,2025-10-20,기록 재개,,
서초구,염곡동,2025-10-20,지정 시작,서울전역아파트|신규주택공급후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)
서초구,원지동,2025-10-20,기록 재개,,
서초구,원지동,2025-10-20,지정 시작,서울전역아파트|신규주택공급후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)
서초구,잠원동,2025-10-20,기록 재개,,
서초구,잠원동,2025-10-20,지정 시작,공공재개발|모아타운|서울전역아파트|신속통합기획|정비사업후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20260805_p377-447
성동구,금호동2가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성동구,금호동3가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성동구,도선동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성동구,상왕십리동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성동구,옥수동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성동구,용답동,2025-10-20,지정 시작,공공재개발|국제교류복합지구|모아타운|서울전역아파트|신속통합기획|자연녹지|정비사업후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20260513_p313-367
성동구,응봉동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성동구,하왕십리동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성동구,홍익동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,길음동,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,동선동1가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,동선동2가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,동선동3가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,동선동4가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,동선동5가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,동소문동1가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,동소문동2가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,동소문동3가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,동소문동4가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,동소문동5가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,동소문동6가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,동소문동7가,2025-10-20,지정 시작,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
